name,ipv4,source_conf,mihomo_yaml,subscription_url
peer_intelligent01,,,/Users/qpjoy/workspace/qpjoy/de/de-llaaddddeerr/docker/hysteria2-mihomo-stack/data/subscriptions/peer_intelligent01.mihomo.yaml,http://203.0.113.10:3434/peer_intelligent01.mihomo.yaml
